Source,district,month,year,visitors
domestic,Jagtial,October,2016,201249
domestic,Jagtial,November,2016,214534
domestic,Jagtial,December,2016,207294
domestic,Jagtial,January,2018,614082
domestic,Jagtial,February,2018,349576
domestic,Jagtial,March,2018,416716
domestic,Jagtial,April,2018,372874
domestic,Jagtial,May,2018,641363
domestic,Jagtial,June,2018,182505
domestic,Jagtial,July,2018,182473
domestic,Jagtial,August,2018,272685
domestic,Jagtial,September,2018,273121
domestic,Jagtial,October,2018,138206
domestic,Jagtial,November,2018,277997
domestic,Jagtial,December,2018,231323
domestic,Jagtial,January,2017,174477
domestic,Jagtial,February,2017,159659
domestic,Jagtial,March,2017,323658
domestic,Jagtial,April,2017,330540
domestic,Jagtial,May,2017,468038
domestic,Jagtial,June,2017,418103
domestic,Jagtial,July,2017,247254
domestic,Jagtial,August,2017,386458
domestic,Jagtial,September,2017,143102
domestic,Jagtial,October,2017,248504
domestic,Jagtial,November,2017,348042
domestic,Jagtial,December,2017,393566
domestic,Jagtial,January,2019,211913
domestic,Jagtial,February,2019,215105
domestic,Jagtial,March,2019,194090
domestic,Jagtial,April,2019,447226
domestic,Jagtial,May,2019,500206
domestic,Jagtial,June,2019,235363
domestic,Jagtial,July,2019,157419
domestic,Jagtial,August,2019,151570
domestic,Jagtial,September,2019,157564
domestic,Jagtial,October,2019,165070
domestic,Jagtial,November,2019,277630
domestic,Jagtial,December,2019,372959
domestic,Jangaon,January,2016,17214
domestic,Jangaon,February,2016,17214
domestic,Jangaon,March,2016,17214
domestic,Jangaon,April,2016,17214
domestic,Jangaon,May,2016,17214
domestic,Jangaon,June,2016,17214
domestic,Jangaon,July,2016,17214
domestic,Jangaon,August,2016,17214
domestic,Jangaon,September,2016,17214
domestic,Jangaon,October,2016,14770
domestic,Jangaon,November,2016,13210
domestic,Jangaon,December,2016,12680
domestic,Jangaon,January,2018,17180
domestic,Jangaon,February,2018,18600
domestic,Jangaon,March,2018,17300
domestic,Jangaon,April,2018,18100
domestic,Jangaon,May,2018,19660
domestic,Jangaon,June,2018,23050
domestic,Jangaon,July,2018,26280
domestic,Jangaon,August,2018,26020
domestic,Jangaon,September,2018,28830
domestic,Jangaon,October,2018,29470
domestic,Jangaon,November,2018,29570
domestic,Jangaon,December,2018,36962
domestic,Jangaon,January,2017,12280
domestic,Jangaon,February,2017,12610
domestic,Jangaon,March,2017,8450
domestic,Jangaon,April,2017,9788
domestic,Jangaon,May,2017,12130
domestic,Jangaon,June,2017,13750
domestic,Jangaon,July,2017,16050
domestic,Jangaon,August,2017,15680
domestic,Jangaon,September,2017,15600
domestic,Jangaon,October,2017,16130
domestic,Jangaon,November,2017,16360
domestic,Jangaon,December,2017,16880
domestic,Jangaon,January,2019,28750
domestic,Jangaon,February,2019,28810
domestic,Jangaon,March,2019,27300
domestic,Jangaon,April,2019,26160
domestic,Jangaon,May,2019,26740
domestic,Jangaon,June,2019,25820
domestic,Jangaon,July,2019,24160
domestic,Jangaon,August,2019,27800
domestic,Jangaon,September,2019,28640
domestic,Jangaon,October,2019,27840
domestic,Jangaon,November,2019,28410
domestic,Jangaon,December,2019,28460
domestic,Jayashankar Bhoopalpally,January,2016,409018
domestic,Jayashankar Bhoopalpally,February,2016,409018
domestic,Jayashankar Bhoopalpally,March,2016,409018
domestic,Jayashankar Bhoopalpally,April,2016,409018
domestic,Jayashankar Bhoopalpally,May,2016,409018
domestic,Jayashankar Bhoopalpally,June,2016,409018
domestic,Jayashankar Bhoopalpally,July,2016,409018
domestic,Jayashankar Bhoopalpally,August,2016,409018
domestic,Jayashankar Bhoopalpally,September,2016,409018
domestic,Jayashankar Bhoopalpally,October,2016,76360
domestic,Jayashankar Bhoopalpally,November,2016,81580
domestic,Jayashankar Bhoopalpally,December,2016,85460
domestic,Jayashankar Bhoopalpally,January,2018,6519850
domestic,Jayashankar Bhoopalpally,February,2018,8626250
domestic,Jayashankar Bhoopalpally,March,2018,146150
domestic,Jayashankar Bhoopalpally,April,2018,149150
domestic,Jayashankar Bhoopalpally,May,2018,152050
domestic,Jayashankar Bhoopalpally,June,2018,159400
domestic,Jayashankar Bhoopalpally,July,2018,128550
domestic,Jayashankar Bhoopalpally,August,2018,184700
domestic,Jayashankar Bhoopalpally,September,2018,192300
domestic,Jayashankar Bhoopalpally,October,2018,195400
domestic,Jayashankar Bhoopalpally,November,2018,196500
domestic,Jayashankar Bhoopalpally,December,2018,245625
domestic,Jayashankar Bhoopalpally,January,2017,96560
domestic,Jayashankar Bhoopalpally,February,2017,96850
domestic,Jayashankar Bhoopalpally,March,2017,81400
domestic,Jayashankar Bhoopalpally,April,2017,90700
domestic,Jayashankar Bhoopalpally,May,2017,91150
domestic,Jayashankar Bhoopalpally,June,2017,93650
domestic,Jayashankar Bhoopalpally,July,2017,94700
domestic,Jayashankar Bhoopalpally,August,2017,118350
domestic,Jayashankar Bhoopalpally,September,2017,112600
domestic,Jayashankar Bhoopalpally,October,2017,115250
domestic,Jayashankar Bhoopalpally,November,2017,116800
domestic,Jayashankar Bhoopalpally,December,2017,723000
domestic,Jayashankar Bhoopalpally,January,2019,197430
domestic,Jayashankar Bhoopalpally,February,2019,33500
domestic,Jayashankar Bhoopalpally,March,2019,37500
domestic,Jayashankar Bhoopalpally,April,2019,38500
domestic,Jayashankar Bhoopalpally,May,2019,30800
domestic,Jayashankar Bhoopalpally,June,2019,40500
domestic,Jayashankar Bhoopalpally,July,2019,45500
domestic,Jayashankar Bhoopalpally,August,2019,45000
domestic,Jayashankar Bhoopalpally,September,2019,50500
domestic,Jayashankar Bhoopalpally,October,2019,46000
domestic,Jayashankar Bhoopalpally,November,2019,51500
domestic,Jayashankar Bhoopalpally,December,2019,45800
domestic,Jogulamba Gadwal,January,2016,141945
domestic,Jogulamba Gadwal,February,2016,141945
domestic,Jogulamba Gadwal,March,2016,141945
domestic,Jogulamba Gadwal,April,2016,141945
domestic,Jogulamba Gadwal,May,2016,141945
domestic,Jogulamba Gadwal,June,2016,141945
domestic,Jogulamba Gadwal,July,2016,141945
domestic,Jogulamba Gadwal,August,2016,141945
domestic,Jogulamba Gadwal,September,2016,141945
domestic,Jogulamba Gadwal,October,2016,152898
domestic,Jogulamba Gadwal,November,2016,188170
domestic,Jogulamba Gadwal,December,2016,182333
domestic,Jogulamba Gadwal,January,2018,146441
domestic,Jogulamba Gadwal,February,2018,481110
domestic,Jogulamba Gadwal,March,2018,155013
domestic,Jogulamba Gadwal,April,2018,138673
domestic,Jogulamba Gadwal,May,2018,131426
domestic,Jogulamba Gadwal,June,2018,160182
domestic,Jogulamba Gadwal,July,2018,114951
domestic,Jogulamba Gadwal,August,2018,123733
domestic,Jogulamba Gadwal,September,2018,121710
domestic,Jogulamba Gadwal,October,2018,152898
domestic,Jogulamba Gadwal,November,2018,128075
domestic,Jogulamba Gadwal,December,2018,182333
domestic,Jogulamba Gadwal,January,2017,214887
domestic,Jogulamba Gadwal,February,2017,481110
domestic,Jogulamba Gadwal,March,2017,155013
domestic,Jogulamba Gadwal,April,2017,131426
domestic,Jogulamba Gadwal,May,2017,131426
domestic,Jogulamba Gadwal,June,2017,160182
domestic,Jogulamba Gadwal,July,2017,160182
domestic,Jogulamba Gadwal,August,2017,131485
domestic,Jogulamba Gadwal,September,2017,123733
domestic,Jogulamba Gadwal,October,2017,152898
domestic,Jogulamba Gadwal,November,2017,188170
domestic,Jogulamba Gadwal,December,2017,214887
domestic,Jogulamba Gadwal,January,2019,146441
domestic,Jogulamba Gadwal,February,2019,481110
domestic,Jogulamba Gadwal,March,2019,155013
domestic,Jogulamba Gadwal,April,2019,82334
domestic,Jogulamba Gadwal,May,2019,154609
domestic,Jogulamba Gadwal,June,2019,155013
domestic,Jogulamba Gadwal,July,2019,114951
domestic,Jogulamba Gadwal,August,2019,123733
domestic,Jogulamba Gadwal,September,2019,131485
domestic,Jogulamba Gadwal,October,2019,152898
domestic,Jogulamba Gadwal,November,2019,128075
domestic,Jogulamba Gadwal,December,2019,182333
domestic,Kamareddy,January,2016,37
domestic,Kamareddy,February,2016,37
domestic,Kamareddy,March,2016,37
domestic,Kamareddy,April,2016,37
domestic,Kamareddy,May,2016,37
domestic,Kamareddy,June,2016,37
domestic,Kamareddy,July,2016,37
domestic,Kamareddy,August,2016,37
domestic,Kamareddy,September,2016,37
domestic,Kamareddy,October,2016,47
domestic,Kamareddy,November,2016,38
domestic,Kamareddy,December,2016,42
domestic,Kamareddy,January,2018,44
domestic,Kamareddy,February,2018,44
domestic,Kamareddy,March,2018,45
domestic,Kamareddy,April,2018,45
domestic,Kamareddy,May,2018,49
domestic,Kamareddy,June,2018,56
domestic,Kamareddy,July,2018,48
domestic,Kamareddy,August,2018,55
domestic,Kamareddy,September,2018,40
domestic,Kamareddy,October,2018,62
domestic,Kamareddy,November,2018,41
domestic,Kamareddy,December,2018,43
domestic,Kamareddy,January,2017,58
domestic,Kamareddy,February,2017,50
domestic,Kamareddy,March,2017,41
domestic,Kamareddy,April,2017,46
domestic,Kamareddy,May,2017,60
domestic,Kamareddy,June,2017,41
domestic,Kamareddy,July,2017,41
domestic,Kamareddy,August,2017,40
domestic,Kamareddy,September,2017,41
domestic,Kamareddy,October,2017,38
domestic,Kamareddy,November,2017,43
domestic,Kamareddy,December,2017,41
domestic,Kamareddy,January,2019,42
domestic,Kamareddy,February,2019,41
domestic,Kamareddy,March,2019,45
domestic,Kamareddy,April,2019,41
domestic,Kamareddy,May,2019,46
domestic,Kamareddy,June,2019,41
domestic,Kamareddy,July,2019,50
domestic,Kamareddy,August,2019,50
domestic,Kamareddy,September,2019,41
domestic,Kamareddy,October,2019,46
domestic,Kamareddy,November,2019,46
domestic,Kamareddy,December,2019,45
domestic,Karimnagar,January,2016,1984442
domestic,Karimnagar,February,2016,779960
domestic,Karimnagar,March,2016,1018399
domestic,Karimnagar,April,2016,956959
domestic,Karimnagar,May,2016,1095642
domestic,Karimnagar,June,2016,914746
domestic,Karimnagar,July,2016,401047
domestic,Karimnagar,August,2016,1018399
domestic,Karimnagar,September,2016,956959
domestic,Karimnagar,October,2016,13675
domestic,Karimnagar,November,2016,13350
domestic,Karimnagar,December,2016,13890
domestic,Karimnagar,January,2018,13505
domestic,Karimnagar,February,2018,9330
domestic,Karimnagar,March,2018,7205
domestic,Karimnagar,April,2018,5830
domestic,Karimnagar,May,2018,5689
domestic,Karimnagar,June,2018,7180
domestic,Karimnagar,July,2018,6686
domestic,Karimnagar,August,2018,8480
domestic,Karimnagar,September,2018,8480
domestic,Karimnagar,October,2018,6118
domestic,Karimnagar,November,2018,7145
domestic,Karimnagar,December,2018,7800
domestic,Karimnagar,January,2017,14425
domestic,Karimnagar,February,2017,10845
domestic,Karimnagar,March,2017,9625
domestic,Karimnagar,April,2017,8630
domestic,Karimnagar,May,2017,8890
domestic,Karimnagar,June,2017,10542
domestic,Karimnagar,July,2017,12350
domestic,Karimnagar,August,2017,10952
domestic,Karimnagar,September,2017,7576
domestic,Karimnagar,October,2017,8371
domestic,Karimnagar,November,2017,8705
domestic,Karimnagar,December,2017,13065
domestic,Karimnagar,January,2019,10285
domestic,Karimnagar,February,2019,6480
domestic,Karimnagar,March,2019,6634
domestic,Karimnagar,April,2019,5623
domestic,Karimnagar,May,2019,3393
domestic,Karimnagar,June,2019,3871
domestic,Karimnagar,July,2019,5192
domestic,Karimnagar,August,2019,5480
domestic,Karimnagar,September,2019,8735
domestic,Karimnagar,October,2019,6799
domestic,Karimnagar,November,2019,7101
domestic,Karimnagar,December,2019,7898
domestic,Khammam,January,2016,651827
domestic,Khammam,February,2016,407533
domestic,Khammam,March,2016,458527
domestic,Khammam,April,2016,971622
domestic,Khammam,May,2016,433994
domestic,Khammam,June,2016,445862
domestic,Khammam,July,2016,414963
domestic,Khammam,August,2016,503654
domestic,Khammam,September,2016,368437
domestic,Khammam,October,2016,121575
domestic,Khammam,November,2016,110634
domestic,Khammam,December,2016,116403
domestic,Khammam,January,2018,110094
domestic,Khammam,February,2018,104444
domestic,Khammam,March,2018,127152
domestic,Khammam,April,2018,126553
domestic,Khammam,May,2018,135189
domestic,Khammam,June,2018,135988
domestic,Khammam,July,2018,85932
domestic,Khammam,August,2018,86309
domestic,Khammam,September,2018,143465
domestic,Khammam,October,2018,127645
domestic,Khammam,November,2018,99070
domestic,Khammam,December,2018,135600
domestic,Khammam,January,2017,132528
domestic,Khammam,February,2017,115470
domestic,Khammam,March,2017,101878
domestic,Khammam,April,2017,135920
domestic,Khammam,May,2017,138799
domestic,Khammam,June,2017,138158
domestic,Khammam,July,2017,105102
domestic,Khammam,August,2017,129159
domestic,Khammam,September,2017,140821
domestic,Khammam,October,2017,155943
domestic,Khammam,November,2017,110800
domestic,Khammam,December,2017,137825
domestic,Khammam,January,2019,123550
domestic,Khammam,February,2019,98471
domestic,Khammam,March,2019,91340
domestic,Khammam,April,2019,135920
domestic,Khammam,May,2019,130971
domestic,Khammam,June,2019,127270
domestic,Khammam,July,2019,103260
domestic,Khammam,August,2019,111374
domestic,Khammam,September,2019,133754
domestic,Khammam,October,2019,128625
domestic,Khammam,November,2019,104380
domestic,Khammam,December,2019,124525
domestic,Komaram Bheem Asifabad,January,2016,1932
domestic,Komaram Bheem Asifabad,February,2016,1932
domestic,Komaram Bheem Asifabad,March,2016,1932
domestic,Komaram Bheem Asifabad,April,2016,1932
domestic,Komaram Bheem Asifabad,May,2016,1932
domestic,Komaram Bheem Asifabad,June,2016,1932
domestic,Komaram Bheem Asifabad,July,2016,1932
domestic,Komaram Bheem Asifabad,August,2016,1932
domestic,Komaram Bheem Asifabad,September,2016,1932
domestic,Komaram Bheem Asifabad,October,2016,0
domestic,Komaram Bheem Asifabad,November,2016,0
domestic,Komaram Bheem Asifabad,December,2016,0
domestic,Komaram Bheem Asifabad,January,2018,2863
domestic,Komaram Bheem Asifabad,February,2018,2736
domestic,Komaram Bheem Asifabad,March,2018,1826
domestic,Komaram Bheem Asifabad,April,2018,868
domestic,Komaram Bheem Asifabad,May,2018,793
domestic,Komaram Bheem Asifabad,June,2018,990
domestic,Komaram Bheem Asifabad,July,2018,1954
domestic,Komaram Bheem Asifabad,August,2018,2263
domestic,Komaram Bheem Asifabad,September,2018,1819
domestic,Komaram Bheem Asifabad,October,2018,2525
domestic,Komaram Bheem Asifabad,November,2018,1741
domestic,Komaram Bheem Asifabad,December,2018,2176
domestic,Komaram Bheem Asifabad,January,2017,2241
domestic,Komaram Bheem Asifabad,February,2017,2490
domestic,Komaram Bheem Asifabad,March,2017,2767
domestic,Komaram Bheem Asifabad,April,2017,3074
domestic,Komaram Bheem Asifabad,May,2017,3416
domestic,Komaram Bheem Asifabad,June,2017,3796
domestic,Komaram Bheem Asifabad,July,2017,3713
domestic,Komaram Bheem Asifabad,August,2017,3665
domestic,Komaram Bheem Asifabad,September,2017,3934
domestic,Komaram Bheem Asifabad,October,2017,14050
domestic,Komaram Bheem Asifabad,November,2017,3627
domestic,Komaram Bheem Asifabad,December,2017,4218
domestic,Komaram Bheem Asifabad,January,2019,2476
domestic,Komaram Bheem Asifabad,February,2019,1449
domestic,Komaram Bheem Asifabad,March,2019,1212
domestic,Komaram Bheem Asifabad,April,2019,663
domestic,Komaram Bheem Asifabad,May,2019,493
domestic,Komaram Bheem Asifabad,June,2019,506
domestic,Komaram Bheem Asifabad,July,2019,1287
domestic,Komaram Bheem Asifabad,August,2019,2572
domestic,Komaram Bheem Asifabad,September,2019,1629
domestic,Komaram Bheem Asifabad,October,2019,1943
domestic,Komaram Bheem Asifabad,November,2019,2176
domestic,Komaram Bheem Asifabad,December,2019,2783
domestic,Mahabubabad,January,2016,12515
domestic,Mahabubabad,February,2016,12515
domestic,Mahabubabad,March,2016,12515
domestic,Mahabubabad,April,2016,12515
domestic,Mahabubabad,May,2016,12515
domestic,Mahabubabad,June,2016,12515
domestic,Mahabubabad,July,2016,12515
domestic,Mahabubabad,August,2016,12515
domestic,Mahabubabad,September,2016,12515
domestic,Mahabubabad,October,2016,13032
domestic,Mahabubabad,November,2016,114015
domestic,Mahabubabad,December,2016,12955
domestic,Mahabubabad,January,2018,14000
domestic,Mahabubabad,February,2018,14230
domestic,Mahabubabad,March,2018,13110
domestic,Mahabubabad,April,2018,12915
domestic,Mahabubabad,May,2018,12865
domestic,Mahabubabad,June,2018,13910
domestic,Mahabubabad,July,2018,13970
domestic,Mahabubabad,August,2018,13200
domestic,Mahabubabad,September,2018,13420
domestic,Mahabubabad,October,2018,13550
domestic,Mahabubabad,November,2018,13700
domestic,Mahabubabad,December,2018,17125
domestic,Mahabubabad,January,2017,13260
domestic,Mahabubabad,February,2017,13045
domestic,Mahabubabad,March,2017,9100
domestic,Mahabubabad,April,2017,9140
domestic,Mahabubabad,May,2017,10220
domestic,Mahabubabad,June,2017,10130
domestic,Mahabubabad,July,2017,10170
domestic,Mahabubabad,August,2017,12520
domestic,Mahabubabad,September,2017,13140
domestic,Mahabubabad,October,2017,13750
domestic,Mahabubabad,November,2017,13560
domestic,Mahabubabad,December,2017,13780
domestic,Mahabubabad,January,2019,13480
domestic,Mahabubabad,February,2019,13545
domestic,Mahabubabad,March,2019,13490
domestic,Mahabubabad,April,2019,12980
domestic,Mahabubabad,May,2019,11970
domestic,Mahabubabad,June,2019,11460
domestic,Mahabubabad,July,2019,13470
domestic,Mahabubabad,August,2019,12190
domestic,Mahabubabad,September,2019,13210
domestic,Mahabubabad,October,2019,12260
domestic,Mahabubabad,November,2019,12470
domestic,Mahabubabad,December,2019,12360
domestic,Mahbubnagar,January,2016,577071
domestic,Mahbubnagar,February,2016,1312068
domestic,Mahbubnagar,March,2016,1731983
domestic,Mahbubnagar,April,2016,622432
domestic,Mahbubnagar,May,2016,571898
domestic,Mahbubnagar,June,2016,561006
domestic,Mahbubnagar,July,2016,562322
domestic,Mahbubnagar,August,2016,1133105
domestic,Mahbubnagar,September,2016,567712
domestic,Mahbubnagar,October,2016,198592
domestic,Mahbubnagar,November,2016,256375
domestic,Mahbubnagar,December,2016,210202
domestic,Mahbubnagar,January,2018,156153
domestic,Mahbubnagar,February,2018,788083
domestic,Mahbubnagar,March,2018,166863
domestic,Mahbubnagar,April,2018,196061
domestic,Mahbubnagar,May,2018,193478
domestic,Mahbubnagar,June,2018,165553
domestic,Mahbubnagar,July,2018,161841
domestic,Mahbubnagar,August,2018,169154
domestic,Mahbubnagar,September,2018,167833
domestic,Mahbubnagar,October,2018,193152
domestic,Mahbubnagar,November,2018,295910
domestic,Mahbubnagar,December,2018,198227
domestic,Mahbubnagar,January,2017,446135
domestic,Mahbubnagar,February,2017,805392
domestic,Mahbubnagar,March,2017,178256
domestic,Mahbubnagar,April,2017,208694
domestic,Mahbubnagar,May,2017,214209
domestic,Mahbubnagar,June,2017,179210
domestic,Mahbubnagar,July,2017,179099
domestic,Mahbubnagar,August,2017,215229
domestic,Mahbubnagar,September,2017,180675
domestic,Mahbubnagar,October,2017,196103
domestic,Mahbubnagar,November,2017,259060
domestic,Mahbubnagar,December,2017,426167
domestic,Mahbubnagar,January,2019,168082
domestic,Mahbubnagar,February,2019,798949
domestic,Mahbubnagar,March,2019,173658
domestic,Mahbubnagar,April,2019,183268
domestic,Mahbubnagar,May,2019,175202
domestic,Mahbubnagar,June,2019,175853
domestic,Mahbubnagar,July,2019,100398
domestic,Mahbubnagar,August,2019,104787
domestic,Mahbubnagar,September,2019,141387
domestic,Mahbubnagar,October,2019,130227
domestic,Mahbubnagar,November,2019,234066
domestic,Mahbubnagar,December,2019,148938
domestic,Mancherial,January,2016,18068
domestic,Mancherial,February,2016,18068
domestic,Mancherial,March,2016,18068
domestic,Mancherial,April,2016,18068
domestic,Mancherial,May,2016,18068
domestic,Mancherial,June,2016,18068
domestic,Mancherial,July,2016,18068
domestic,Mancherial,August,2016,18068
domestic,Mancherial,September,2016,18068
domestic,Mancherial,October,2016,3124
domestic,Mancherial,November,2016,2255
domestic,Mancherial,December,2016,2423
domestic,Mancherial,January,2018,71955
domestic,Mancherial,February,2018,38599
domestic,Mancherial,March,2018,20749
domestic,Mancherial,April,2018,38483
domestic,Mancherial,May,2018,26179
domestic,Mancherial,June,2018,31667
domestic,Mancherial,July,2018,27937
domestic,Mancherial,August,2018,31861
domestic,Mancherial,September,2018,23141
domestic,Mancherial,October,2018,30740
domestic,Mancherial,November,2018,25197
domestic,Mancherial,December,2018,31496
domestic,Mancherial,January,2017,2937
domestic,Mancherial,February,2017,3130
domestic,Mancherial,March,2017,2775
domestic,Mancherial,April,2017,1513
domestic,Mancherial,May,2017,1424
domestic,Mancherial,June,2017,2119
domestic,Mancherial,July,2017,33591
domestic,Mancherial,August,2017,26104
domestic,Mancherial,September,2017,24297
domestic,Mancherial,October,2017,37671
domestic,Mancherial,November,2017,25737
domestic,Mancherial,December,2017,30328
domestic,Mancherial,January,2019,18420
domestic,Mancherial,February,2019,26325
domestic,Mancherial,March,2019,16253
domestic,Mancherial,April,2019,23026
domestic,Mancherial,May,2019,26616
domestic,Mancherial,June,2019,24593
domestic,Mancherial,July,2019,22303
domestic,Mancherial,August,2019,21191
domestic,Mancherial,September,2019,24079
domestic,Mancherial,October,2019,20867
domestic,Mancherial,November,2019,29302
domestic,Mancherial,December,2019,16835
domestic,Medak,January,2016,92600
domestic,Medak,February,2016,215000
domestic,Medak,March,2016,1318000
domestic,Medak,April,2016,300000
domestic,Medak,May,2016,198000
