Source,district,month,year,visitors
domestic,Medak,June,2016,166700
domestic,Medak,July,2016,153300
domestic,Medak,August,2016,216100
domestic,Medak,September,2016,132600
domestic,Medak,October,2016,15600
domestic,Medak,November,2016,132300
domestic,Medak,December,2016,523000
domestic,Medak,January,2018,100000
domestic,Medak,February,2018,1000000
domestic,Medak,March,2018,600000
domestic,Medak,April,2018,200000
domestic,Medak,May,2018,300000
domestic,Medak,June,2018,500000
domestic,Medak,July,2018,150000
domestic,Medak,August,2018,50000
domestic,Medak,September,2018,100000
domestic,Medak,October,2018,300000
domestic,Medak,November,2018,200000
domestic,Medak,December,2018,400000
domestic,Medak,January,2017,523000
domestic,Medak,February,2017,543321
domestic,Medak,March,2017,548535
domestic,Medak,April,2017,554864
domestic,Medak,May,2017,556891
domestic,Medak,June,2017,561469
domestic,Medak,July,2017,575300
domestic,Medak,August,2017,632830
domestic,Medak,September,2017,696113
domestic,Medak,October,2017,765724
domestic,Medak,November,2017,842296
domestic,Medak,December,2017,926526
domestic,Medak,January,2019,400000
domestic,Medak,February,2019,600000
domestic,Medak,March,2019,1000000
domestic,Medak,April,2019,650000
domestic,Medak,May,2019,400000
domestic,Medak,June,2019,300000
domestic,Medak,July,2019,350000
domestic,Medak,August,2019,349900
domestic,Medak,September,2019,350400
domestic,Medak,October,2019,350000
domestic,Medak,November,2019,351560
domestic,Medak,December,2019,350710
domestic,Mulugu,January,2019,0
domestic,Mulugu,February,2019,159640
domestic,Mulugu,March,2019,156610
domestic,Mulugu,April,2019,152570
domestic,Mulugu,May,2019,154550
domestic,Mulugu,June,2019,163480
domestic,Mulugu,July,2019,167700
domestic,Mulugu,August,2019,171050
domestic,Mulugu,September,2019,172900
domestic,Mulugu,October,2019,172500
domestic,Mulugu,November,2019,173700
domestic,Mulugu,December,2019,175100
domestic,Nagarkurnool,January,2016,154674
domestic,Nagarkurnool,February,2016,154674
domestic,Nagarkurnool,March,2016,154674
domestic,Nagarkurnool,April,2016,154674
domestic,Nagarkurnool,May,2016,154674
domestic,Nagarkurnool,June,2016,154674
domestic,Nagarkurnool,July,2016,154674
domestic,Nagarkurnool,August,2016,154674
domestic,Nagarkurnool,September,2016,154674
domestic,Nagarkurnool,October,2016,201050
domestic,Nagarkurnool,November,2016,188786
domestic,Nagarkurnool,December,2016,198637
domestic,Nagarkurnool,January,2018,228812
domestic,Nagarkurnool,February,2018,286258
domestic,Nagarkurnool,March,2018,184508
domestic,Nagarkurnool,April,2018,174592
domestic,Nagarkurnool,May,2018,183697
domestic,Nagarkurnool,June,2018,180010
domestic,Nagarkurnool,July,2018,93450
domestic,Nagarkurnool,August,2018,118010
domestic,Nagarkurnool,September,2018,118449
domestic,Nagarkurnool,October,2018,201050
domestic,Nagarkurnool,November,2018,121452
domestic,Nagarkurnool,December,2018,198637
domestic,Nagarkurnool,January,2017,382879
domestic,Nagarkurnool,February,2017,286258
domestic,Nagarkurnool,March,2017,184508
domestic,Nagarkurnool,April,2017,183697
domestic,Nagarkurnool,May,2017,183697
domestic,Nagarkurnool,June,2017,180010
domestic,Nagarkurnool,July,2017,180010
domestic,Nagarkurnool,August,2017,181861
domestic,Nagarkurnool,September,2017,118010
domestic,Nagarkurnool,October,2017,201050
domestic,Nagarkurnool,November,2017,188786
domestic,Nagarkurnool,December,2017,382879
domestic,Nagarkurnool,January,2019,228812
domestic,Nagarkurnool,February,2019,286258
domestic,Nagarkurnool,March,2019,184508
domestic,Nagarkurnool,April,2019,121460
domestic,Nagarkurnool,May,2019,184372
domestic,Nagarkurnool,June,2019,184508
domestic,Nagarkurnool,July,2019,93450
domestic,Nagarkurnool,August,2019,118010
domestic,Nagarkurnool,September,2019,175712
domestic,Nagarkurnool,October,2019,196160
domestic,Nagarkurnool,November,2019,121425
domestic,Nagarkurnool,December,2019,198637
domestic,Nalgonda,January,2016,566515
domestic,Nalgonda,February,2016,539467
domestic,Nalgonda,March,2016,619462
domestic,Nalgonda,April,2016,601253
domestic,Nalgonda,May,2016,628872
domestic,Nalgonda,June,2016,551239
domestic,Nalgonda,July,2016,582820
domestic,Nalgonda,August,2016,988102
domestic,Nalgonda,September,2016,742402
domestic,Nalgonda,October,2016,3508
domestic,Nalgonda,November,2016,21046
domestic,Nalgonda,December,2016,13775
domestic,Nalgonda,January,2018,36205
domestic,Nalgonda,February,2018,9971
domestic,Nalgonda,March,2018,9677
domestic,Nalgonda,April,2018,9779
domestic,Nalgonda,May,2018,10241
domestic,Nalgonda,June,2018,9066
domestic,Nalgonda,July,2018,9668
domestic,Nalgonda,August,2018,10135
domestic,Nalgonda,September,2018,21365
domestic,Nalgonda,October,2018,22332
domestic,Nalgonda,November,2018,5422
domestic,Nalgonda,December,2018,6777
domestic,Nalgonda,January,2017,4447
domestic,Nalgonda,February,2017,8652
domestic,Nalgonda,March,2017,8054
domestic,Nalgonda,April,2017,44295
domestic,Nalgonda,May,2017,10750
domestic,Nalgonda,June,2017,37879
domestic,Nalgonda,July,2017,21361
domestic,Nalgonda,August,2017,9363
domestic,Nalgonda,September,2017,17465
domestic,Nalgonda,October,2017,36066
domestic,Nalgonda,November,2017,17687
domestic,Nalgonda,December,2017,25897
domestic,Nalgonda,January,2019,21284
domestic,Nalgonda,February,2019,13697
domestic,Nalgonda,March,2019,8467
domestic,Nalgonda,April,2019,7202
domestic,Nalgonda,May,2019,26338
domestic,Nalgonda,June,2019,5558
domestic,Nalgonda,July,2019,19783
domestic,Nalgonda,August,2019,7473
domestic,Nalgonda,September,2019,5230
domestic,Nalgonda,October,2019,5290
domestic,Nalgonda,November,2019,7177
domestic,Nalgonda,December,2019,13419
domestic,Narayanapet,January,2019,32438
domestic,Narayanapet,February,2019,32438
domestic,Narayanapet,March,2019,32438
domestic,Narayanapet,April,2019,32438
domestic,Narayanapet,May,2019,32438
domestic,Narayanapet,June,2019,32438
domestic,Narayanapet,July,2019,68842
domestic,Narayanapet,August,2019,72249
domestic,Narayanapet,September,2019,62841
domestic,Narayanapet,October,2019,58213
domestic,Narayanapet,November,2019,62750
domestic,Narayanapet,December,2019,64355
domestic,Nirmal,January,2016,277412
domestic,Nirmal,February,2016,277412
domestic,Nirmal,March,2016,277412
domestic,Nirmal,April,2016,277412
domestic,Nirmal,May,2016,277412
domestic,Nirmal,June,2016,277412
domestic,Nirmal,July,2016,277412
domestic,Nirmal,August,2016,277412
domestic,Nirmal,September,2016,277412
domestic,Nirmal,October,2016,475955
domestic,Nirmal,November,2016,201388
domestic,Nirmal,December,2016,239267
domestic,Nirmal,January,2018,480241
domestic,Nirmal,February,2018,335447
domestic,Nirmal,March,2018,328099
domestic,Nirmal,April,2018,368645
domestic,Nirmal,May,2018,342650
domestic,Nirmal,June,2018,355197
domestic,Nirmal,July,2018,335356
domestic,Nirmal,August,2018,313910
domestic,Nirmal,September,2018,293859
domestic,Nirmal,October,2018,373291
domestic,Nirmal,November,2018,289169
domestic,Nirmal,December,2018,361461
domestic,Nirmal,January,2017,340311
domestic,Nirmal,February,2017,415326
domestic,Nirmal,March,2017,442057
domestic,Nirmal,April,2017,274132
domestic,Nirmal,May,2017,297233
domestic,Nirmal,June,2017,340359
domestic,Nirmal,July,2017,328101
domestic,Nirmal,August,2017,340430
domestic,Nirmal,September,2017,528540
domestic,Nirmal,October,2017,388644
domestic,Nirmal,November,2017,369365
domestic,Nirmal,December,2017,340585
domestic,Nirmal,January,2019,313675
domestic,Nirmal,February,2019,443898
domestic,Nirmal,March,2019,424964
domestic,Nirmal,April,2019,327971
domestic,Nirmal,May,2019,149705
domestic,Nirmal,June,2019,349747
domestic,Nirmal,July,2019,359495
domestic,Nirmal,August,2019,334646
domestic,Nirmal,September,2019,299827
domestic,Nirmal,October,2019,263412
domestic,Nirmal,November,2019,253388
domestic,Nirmal,December,2019,296050
domestic,Nizamabad,January,2016,576
domestic,Nizamabad,February,2016,869
domestic,Nizamabad,March,2016,408
domestic,Nizamabad,April,2016,476
domestic,Nizamabad,May,2016,554
domestic,Nizamabad,June,2016,367
domestic,Nizamabad,July,2016,644
domestic,Nizamabad,August,2016,589
domestic,Nizamabad,September,2016,553
domestic,Nizamabad,October,2016,434
domestic,Nizamabad,November,2016,617
domestic,Nizamabad,December,2016,355
domestic,Nizamabad,January,2018,2495
domestic,Nizamabad,February,2018,7152
domestic,Nizamabad,March,2018,2903
domestic,Nizamabad,April,2018,3550
domestic,Nizamabad,May,2018,5360
domestic,Nizamabad,June,2018,1761
domestic,Nizamabad,July,2018,5882
domestic,Nizamabad,August,2018,10525
domestic,Nizamabad,September,2018,475
domestic,Nizamabad,October,2018,490
domestic,Nizamabad,November,2018,475
domestic,Nizamabad,December,2018,355
domestic,Nizamabad,January,2017,613
domestic,Nizamabad,February,2017,1752
domestic,Nizamabad,March,2017,660
domestic,Nizamabad,April,2017,1048
domestic,Nizamabad,May,2017,1341
domestic,Nizamabad,June,2017,2391
domestic,Nizamabad,July,2017,1520
domestic,Nizamabad,August,2017,1583
domestic,Nizamabad,September,2017,933
domestic,Nizamabad,October,2017,6644
domestic,Nizamabad,November,2017,1677
domestic,Nizamabad,December,2017,1787
domestic,Nizamabad,January,2019,878
domestic,Nizamabad,February,2019,915
domestic,Nizamabad,March,2019,938
domestic,Nizamabad,April,2019,958
domestic,Nizamabad,May,2019,1193
domestic,Nizamabad,June,2019,686
domestic,Nizamabad,July,2019,990
domestic,Nizamabad,August,2019,1004
domestic,Nizamabad,September,2019,6572
domestic,Nizamabad,October,2019,8849
domestic,Nizamabad,November,2019,11950
domestic,Nizamabad,December,2019,11400
domestic,Peddapalli,January,2016,1187
domestic,Peddapalli,February,2016,1187
domestic,Peddapalli,March,2016,1187
domestic,Peddapalli,April,2016,1187
domestic,Peddapalli,May,2016,1187
domestic,Peddapalli,June,2016,1187
domestic,Peddapalli,July,2016,1187
domestic,Peddapalli,August,2016,1187
domestic,Peddapalli,September,2016,1187
domestic,Peddapalli,October,2016,950
domestic,Peddapalli,November,2016,1145
domestic,Peddapalli,December,2016,1149
domestic,Peddapalli,January,2018,2670
domestic,Peddapalli,February,2018,2695
domestic,Peddapalli,March,2018,2325
domestic,Peddapalli,April,2018,1940
domestic,Peddapalli,May,2018,1499
domestic,Peddapalli,June,2018,1580
domestic,Peddapalli,July,2018,1580
domestic,Peddapalli,August,2018,1595
domestic,Peddapalli,September,2018,1475
domestic,Peddapalli,October,2018,1545
domestic,Peddapalli,November,2018,1655
domestic,Peddapalli,December,2018,1695
domestic,Peddapalli,January,2017,1345
domestic,Peddapalli,February,2017,1378
domestic,Peddapalli,March,2017,965
domestic,Peddapalli,April,2017,750
domestic,Peddapalli,May,2017,640
domestic,Peddapalli,June,2017,885
domestic,Peddapalli,July,2017,1095
domestic,Peddapalli,August,2017,1385
domestic,Peddapalli,September,2017,1155
domestic,Peddapalli,October,2017,1595
domestic,Peddapalli,November,2017,1940
domestic,Peddapalli,December,2017,1765
domestic,Peddapalli,January,2019,1055
domestic,Peddapalli,February,2019,1157
domestic,Peddapalli,March,2019,895
domestic,Peddapalli,April,2019,942
domestic,Peddapalli,May,2019,802
domestic,Peddapalli,June,2019,735
domestic,Peddapalli,July,2019,1085
domestic,Peddapalli,August,2019,1505
domestic,Peddapalli,September,2019,1785
domestic,Peddapalli,October,2019,2080
domestic,Peddapalli,November,2019,2225
domestic,Peddapalli,December,2019,2315
domestic,Rajanna Sircilla,January,2016,870068
domestic,Rajanna Sircilla,February,2016,870068
domestic,Rajanna Sircilla,March,2016,870068
domestic,Rajanna Sircilla,April,2016,870068
domestic,Rajanna Sircilla,May,2016,870068
domestic,Rajanna Sircilla,June,2016,870068
domestic,Rajanna Sircilla,July,2016,870068
domestic,Rajanna Sircilla,August,2016,870068
domestic,Rajanna Sircilla,September,2016,870068
domestic,Rajanna Sircilla,October,2016,534484
domestic,Rajanna Sircilla,November,2016,864077
domestic,Rajanna Sircilla,December,2016,778240
domestic,Rajanna Sircilla,January,2018,2238074
domestic,Rajanna Sircilla,February,2018,1021787
domestic,Rajanna Sircilla,March,2018,1022669
domestic,Rajanna Sircilla,April,2018,833874
domestic,Rajanna Sircilla,May,2018,1021952
domestic,Rajanna Sircilla,June,2018,320886
domestic,Rajanna Sircilla,July,2018,937720
domestic,Rajanna Sircilla,August,2018,320952
domestic,Rajanna Sircilla,September,2018,818693
domestic,Rajanna Sircilla,October,2018,506563
domestic,Rajanna Sircilla,November,2018,840933
domestic,Rajanna Sircilla,December,2018,950128
domestic,Rajanna Sircilla,January,2017,615842
domestic,Rajanna Sircilla,February,2017,1255569
domestic,Rajanna Sircilla,March,2017,1030441
domestic,Rajanna Sircilla,April,2017,1146782
domestic,Rajanna Sircilla,May,2017,1117228
domestic,Rajanna Sircilla,June,2017,1113882
domestic,Rajanna Sircilla,July,2017,462022
domestic,Rajanna Sircilla,August,2017,1004410
domestic,Rajanna Sircilla,September,2017,487060
domestic,Rajanna Sircilla,October,2017,845620
domestic,Rajanna Sircilla,November,2017,1191129
domestic,Rajanna Sircilla,December,2017,1649362
domestic,Rajanna Sircilla,January,2019,6188298
domestic,Rajanna Sircilla,February,2019,1015550
domestic,Rajanna Sircilla,March,2019,1444971
domestic,Rajanna Sircilla,April,2019,1148062
domestic,Rajanna Sircilla,May,2019,1018131
domestic,Rajanna Sircilla,June,2019,1128849
domestic,Rajanna Sircilla,July,2019,422961
domestic,Rajanna Sircilla,August,2019,586118
domestic,Rajanna Sircilla,September,2019,501293
domestic,Rajanna Sircilla,October,2019,646492
domestic,Rajanna Sircilla,November,2019,1259371
domestic,Rajanna Sircilla,December,2019,1472801
domestic,Sangareddy,January,2016,217177
domestic,Sangareddy,February,2016,217177
domestic,Sangareddy,March,2016,217177
domestic,Sangareddy,April,2016,217177
domestic,Sangareddy,May,2016,217177
domestic,Sangareddy,June,2016,217177
domestic,Sangareddy,July,2016,217177
domestic,Sangareddy,August,2016,217177
domestic,Sangareddy,September,2016,217177
domestic,Sangareddy,October,2016,274000
domestic,Sangareddy,November,2016,349000
domestic,Sangareddy,December,2016,155000
domestic,Sangareddy,January,2018,254000
domestic,Sangareddy,February,2018,540000
domestic,Sangareddy,March,2018,158500
domestic,Sangareddy,April,2018,162500
domestic,Sangareddy,May,2018,157000
domestic,Sangareddy,June,2018,93500
domestic,Sangareddy,July,2018,108600
domestic,Sangareddy,August,2018,205000
domestic,Sangareddy,September,2018,125000
domestic,Sangareddy,October,2018,171800
domestic,Sangareddy,November,2018,160000
domestic,Sangareddy,December,2018,134000
domestic,Sangareddy,January,2017,195000
domestic,Sangareddy,February,2017,140000
domestic,Sangareddy,March,2017,275000
domestic,Sangareddy,April,2017,215000
domestic,Sangareddy,May,2017,215000
domestic,Sangareddy,June,2017,180000
domestic,Sangareddy,July,2017,195000
domestic,Sangareddy,August,2017,295000
domestic,Sangareddy,September,2017,200000
domestic,Sangareddy,October,2017,232000
domestic,Sangareddy,November,2017,324500
domestic,Sangareddy,December,2017,356950
domestic,Sangareddy,January,2019,144000
domestic,Sangareddy,February,2019,148000
domestic,Sangareddy,March,2019,747000
domestic,Sangareddy,April,2019,205000
domestic,Sangareddy,May,2019,133000
domestic,Sangareddy,June,2019,347000
domestic,Sangareddy,July,2019,467000
domestic,Sangareddy,August,2019,466150
domestic,Sangareddy,September,2019,468350
domestic,Sangareddy,October,2019,467470
domestic,Sangareddy,November,2019,481720
domestic,Sangareddy,December,2019,478470
domestic,Siddipet,January,2016,120318
domestic,Siddipet,February,2016,120318
domestic,Siddipet,March,2016,120318
domestic,Siddipet,April,2016,120318
domestic,Siddipet,May,2016,120318
domestic,Siddipet,June,2016,120318
domestic,Siddipet,July,2016,120318
domestic,Siddipet,August,2016,120318
domestic,Siddipet,September,2016,120318
domestic,Siddipet,October,2016,123500
domestic,Siddipet,November,2016,154400
domestic,Siddipet,December,2016,80500
domestic,Siddipet,January,2018,253000
domestic,Siddipet,February,2018,44000
domestic,Siddipet,March,2018,164800
domestic,Siddipet,April,2018,115000
domestic,Siddipet,May,2018,165200
domestic,Siddipet,June,2018,104300
domestic,Siddipet,July,2018,54000
domestic,Siddipet,August,2018,100000
domestic,Siddipet,September,2018,55000
domestic,Siddipet,October,2018,43000
domestic,Siddipet,November,2018,135000
domestic,Siddipet,December,2018,50000
domestic,Siddipet,January,2017,80500
domestic,Siddipet,February,2017,80500
domestic,Siddipet,March,2017,80500
domestic,Siddipet,April,2017,80500
domestic,Siddipet,May,2017,80500
domestic,Siddipet,June,2017,60000
domestic,Siddipet,July,2017,88550
domestic,Siddipet,August,2017,97405
domestic,Siddipet,September,2017,107146
domestic,Siddipet,October,2017,117861
domestic,Siddipet,November,2017,129647
domestic,Siddipet,December,2017,142612
domestic,Siddipet,January,2019,140793
domestic,Siddipet,February,2019,199549
domestic,Siddipet,March,2019,204600
domestic,Siddipet,April,2019,184412
domestic,Siddipet,May,2019,110500
domestic,Siddipet,June,2019,1037000
domestic,Siddipet,July,2019,179320
domestic,Siddipet,August,2019,190750
domestic,Siddipet,September,2019,122550
domestic,Siddipet,October,2019,191330
domestic,Siddipet,November,2019,209130
domestic,Siddipet,December,2019,217930
domestic,Wanaparthy,January,2016,18543
domestic,Wanaparthy,February,2016,18543
domestic,Wanaparthy,March,2016,18543
domestic,Wanaparthy,April,2016,18543
domestic,Wanaparthy,May,2016,18543
domestic,Wanaparthy,June,2016,18543
domestic,Wanaparthy,July,2016,18543
domestic,Wanaparthy,August,2016,18543
domestic,Wanaparthy,September,2016,18543
domestic,Wanaparthy,October,2016,21234
domestic,Wanaparthy,November,2016,18348
domestic,Wanaparthy,December,2016,20556
domestic,Wanaparthy,January,2018,28131
domestic,Wanaparthy,February,2018,22341
domestic,Wanaparthy,March,2018,20050
domestic,Wanaparthy,April,2018,10550
domestic,Wanaparthy,May,2018,11502
domestic,Wanaparthy,June,2018,19092
domestic,Wanaparthy,July,2018,32625
domestic,Wanaparthy,August,2018,35860
domestic,Wanaparthy,September,2018,32002
domestic,Wanaparthy,October,2018,21234
domestic,Wanaparthy,November,2018,32657
domestic,Wanaparthy,December,2018,20556
domestic,Wanaparthy,January,2017,22152
domestic,Wanaparthy,February,2017,22342
domestic,Wanaparthy,March,2017,20050
domestic,Wanaparthy,April,2017,11502
domestic,Wanaparthy,May,2017,11502
domestic,Wanaparthy,June,2017,19092
domestic,Wanaparthy,July,2017,19092
domestic,Wanaparthy,August,2017,21375
domestic,Wanaparthy,September,2017,35860
domestic,Wanaparthy,October,2017,21234
domestic,Wanaparthy,November,2017,18348
domestic,Wanaparthy,December,2017,22152
domestic,Wanaparthy,January,2019,28131
domestic,Wanaparthy,February,2019,22342
domestic,Wanaparthy,March,2019,20050
domestic,Wanaparthy,April,2019,23749
domestic,Wanaparthy,May,2019,20010
domestic,Wanaparthy,June,2019,20050
domestic,Wanaparthy,July,2019,32625
domestic,Wanaparthy,August,2019,35860
domestic,Wanaparthy,September,2019,21375
domestic,Wanaparthy,October,2019,21234
domestic,Wanaparthy,November,2019,32657
domestic,Wanaparthy,December,2019,20556
domestic,Warangal (Rural),January,2016,17066
domestic,Warangal (Rural),February,2016,17066
domestic,Warangal (Rural),March,2016,17066
domestic,Warangal (Rural),April,2016,17066
domestic,Warangal (Rural),May,2016,17066
domestic,Warangal (Rural),June,2016,17066
domestic,Warangal (Rural),July,2016,17066
domestic,Warangal (Rural),August,2016,17066
domestic,Warangal (Rural),September,2016,17066
domestic,Warangal (Rural),October,2016,8200
domestic,Warangal (Rural),November,2016,6050
domestic,Warangal (Rural),December,2016,5150
domestic,Warangal (Rural),January,2018,25200
domestic,Warangal (Rural),February,2018,26300
domestic,Warangal (Rural),March,2018,26200
domestic,Warangal (Rural),April,2018,21600
domestic,Warangal (Rural),May,2018,22100
domestic,Warangal (Rural),June,2018,23100
domestic,Warangal (Rural),July,2018,25900
domestic,Warangal (Rural),August,2018,25700
domestic,Warangal (Rural),September,2018,25800
domestic,Warangal (Rural),October,2018,26000
domestic,Warangal (Rural),November,2018,24050
domestic,Warangal (Rural),December,2018,30062
domestic,Warangal (Rural),January,2017,8000
domestic,Warangal (Rural),February,2017,8300
domestic,Warangal (Rural),March,2017,7800
domestic,Warangal (Rural),April,2017,7600
domestic,Warangal (Rural),May,2017,8500
domestic,Warangal (Rural),June,2017,9000
domestic,Warangal (Rural),July,2017,13600
domestic,Warangal (Rural),August,2017,13650
domestic,Warangal (Rural),September,2017,13800
domestic,Warangal (Rural),October,2017,16500
domestic,Warangal (Rural),November,2017,16300
domestic,Warangal (Rural),December,2017,21200
domestic,Warangal (Rural),January,2019,28700
domestic,Warangal (Rural),February,2019,28800
domestic,Warangal (Rural),March,2019,29000
domestic,Warangal (Rural),April,2019,26900
domestic,Warangal (Rural),May,2019,24900
domestic,Warangal (Rural),June,2019,27100
domestic,Warangal (Rural),July,2019,28600
domestic,Warangal (Rural),August,2019,31600
domestic,Warangal (Rural),September,2019,32600
domestic,Warangal (Rural),October,2019,31100
domestic,Warangal (Rural),November,2019,32150
domestic,Warangal (Rural),December,2019,32050
domestic,Warangal (Urban),January,2016,1985815
domestic,Warangal (Urban),February,2016,20703778
domestic,Warangal (Urban),March,2016,568397
domestic,Warangal (Urban),April,2016,317643
domestic,Warangal (Urban),May,2016,373788
domestic,Warangal (Urban),June,2016,365332
domestic,Warangal (Urban),July,2016,340320
domestic,Warangal (Urban),August,2016,368755
domestic,Warangal (Urban),September,2016,379210
domestic,Warangal (Urban),October,2016,128247
domestic,Warangal (Urban),November,2016,129250
domestic,Warangal (Urban),December,2016,127500
domestic,Warangal (Urban),January,2018,137530
domestic,Warangal (Urban),February,2018,145750
domestic,Warangal (Urban),March,2018,140300
domestic,Warangal (Urban),April,2018,142510
domestic,Warangal (Urban),May,2018,143425
domestic,Warangal (Urban),June,2018,135615
domestic,Warangal (Urban),July,2018,136560
domestic,Warangal (Urban),August,2018,136760
domestic,Warangal (Urban),September,2018,138780
domestic,Warangal (Urban),October,2018,140948
domestic,Warangal (Urban),November,2018,144515
domestic,Warangal (Urban),December,2018,180643
domestic,Warangal (Urban),January,2017,130608
domestic,Warangal (Urban),February,2017,126608
domestic,Warangal (Urban),March,2017,118298
domestic,Warangal (Urban),April,2017,107133
domestic,Warangal (Urban),May,2017,109915
domestic,Warangal (Urban),June,2017,111530
domestic,Warangal (Urban),July,2017,116545
domestic,Warangal (Urban),August,2017,116810
domestic,Warangal (Urban),September,2017,117150
domestic,Warangal (Urban),October,2017,119255
domestic,Warangal (Urban),November,2017,119360
domestic,Warangal (Urban),December,2017,126790
domestic,Warangal (Urban),January,2019,151545
domestic,Warangal (Urban),February,2019,157755
domestic,Warangal (Urban),March,2019,154305
domestic,Warangal (Urban),April,2019,150425
domestic,Warangal (Urban),May,2019,143230
domestic,Warangal (Urban),June,2019,144400
domestic,Warangal (Urban),July,2019,145440
domestic,Warangal (Urban),August,2019,148030
domestic,Warangal (Urban),September,2019,151070
domestic,Warangal (Urban),October,2019,147450
domestic,Warangal (Urban),November,2019,153880
domestic,Warangal (Urban),December,2019,147700
domestic,Yadadri Bhongir,January,2016,560272
domestic,Yadadri Bhongir,February,2016,560272
domestic,Yadadri Bhongir,March,2016,560272
domestic,Yadadri Bhongir,April,2016,560272
domestic,Yadadri Bhongir,May,2016,560272
domestic,Yadadri Bhongir,June,2016,560272
domestic,Yadadri Bhongir,July,2016,560272
domestic,Yadadri Bhongir,August,2016,560272
domestic,Yadadri Bhongir,September,2016,560272
domestic,Yadadri Bhongir,October,2016,584800
domestic,Yadadri Bhongir,November,2016,681000
domestic,Yadadri Bhongir,December,2016,462800
domestic,Yadadri Bhongir,January,2018,2016000
domestic,Yadadri Bhongir,February,2018,3073872
domestic,Yadadri Bhongir,March,2018,2836580
domestic,Yadadri Bhongir,April,2018,692370
domestic,Yadadri Bhongir,May,2018,781842
domestic,Yadadri Bhongir,June,2018,577570
domestic,Yadadri Bhongir,July,2018,671156
domestic,Yadadri Bhongir,August,2018,526445
domestic,Yadadri Bhongir,September,2018,819350
domestic,Yadadri Bhongir,October,2018,586475
domestic,Yadadri Bhongir,November,2018,485208
domestic,Yadadri Bhongir,December,2018,606510
domestic,Yadadri Bhongir,January,2017,678000
domestic,Yadadri Bhongir,February,2017,540500
domestic,Yadadri Bhongir,March,2017,525588
domestic,Yadadri Bhongir,April,2017,570000
domestic,Yadadri Bhongir,May,2017,458700
domestic,Yadadri Bhongir,June,2017,685880
domestic,Yadadri Bhongir,July,2017,481240
domestic,Yadadri Bhongir,August,2017,680720
domestic,Yadadri Bhongir,September,2017,678925
domestic,Yadadri Bhongir,October,2017,683500
domestic,Yadadri Bhongir,November,2017,537600
domestic,Yadadri Bhongir,December,2017,481075
domestic,Yadadri Bhongir,January,2019,479293
domestic,Yadadri Bhongir,February,2019,56525
domestic,Yadadri Bhongir,March,2019,481923
domestic,Yadadri Bhongir,April,2019,441150
domestic,Yadadri Bhongir,May,2019,345790
domestic,Yadadri Bhongir,June,2019,370566
domestic,Yadadri Bhongir,July,2019,332770
domestic,Yadadri Bhongir,August,2019,389010
domestic,Yadadri Bhongir,September,2019,366862
domestic,Yadadri Bhongir,October,2019,381860
domestic,Yadadri Bhongir,November,2019,365990
domestic,Yadadri Bhongir,December,2019,477635
