Source,district,month,year,visitors
foreign,Jayashankar Bhoopalpally,August,2018,35
foreign,Jayashankar Bhoopalpally,September,2018,40
foreign,Jayashankar Bhoopalpally,October,2018,40
foreign,Jayashankar Bhoopalpally,November,2018,40
foreign,Jayashankar Bhoopalpally,December,2018,44
foreign,Jogulamba Gadwal,January,2018,36
foreign,Jogulamba Gadwal,February,2018,6
foreign,Jogulamba Gadwal,March,2018,22
foreign,Jogulamba Gadwal,April,2018,15
foreign,Jogulamba Gadwal,May,2018,19
foreign,Jogulamba Gadwal,June,2018,19
foreign,Jogulamba Gadwal,July,2018,37
foreign,Jogulamba Gadwal,August,2018,42
foreign,Jogulamba Gadwal,September,2018,35
foreign,Jogulamba Gadwal,October,2018,13
foreign,Jogulamba Gadwal,November,2018,45
foreign,Jogulamba Gadwal,December,2018,11
foreign,Mahbubnagar,January,2018,45
foreign,Mahbubnagar,February,2018,29
foreign,Mahbubnagar,March,2018,28
foreign,Mahbubnagar,April,2018,26
foreign,Mahbubnagar,May,2018,26
foreign,Mahbubnagar,June,2018,26
foreign,Mahbubnagar,July,2018,47
foreign,Mahbubnagar,August,2018,44
foreign,Mahbubnagar,September,2018,52
foreign,Mahbubnagar,October,2018,37
foreign,Mahbubnagar,November,2018,68
foreign,Mahbubnagar,December,2018,26
foreign,Nagarkurnool,January,2018,35
foreign,Nagarkurnool,February,2018,15
foreign,Nagarkurnool,March,2018,14
foreign,Nagarkurnool,April,2018,15
foreign,Nagarkurnool,May,2018,19
foreign,Nagarkurnool,June,2018,15
foreign,Nagarkurnool,July,2018,17
foreign,Nagarkurnool,August,2018,22
foreign,Nagarkurnool,September,2018,22
foreign,Nagarkurnool,October,2018,8
foreign,Nagarkurnool,November,2018,30
foreign,Nagarkurnool,December,2018,10
foreign,Nirmal,August,2018,2
foreign,Nizamabad,January,2018,1
foreign,Nizamabad,July,2018,1
foreign,Warangal (Urban),January,2018,150
foreign,Warangal (Urban),February,2018,185
foreign,Warangal (Urban),March,2018,160
foreign,Warangal (Urban),April,2018,150
foreign,Warangal (Urban),May,2018,140
foreign,Warangal (Urban),June,2018,130
foreign,Warangal (Urban),July,2018,130
foreign,Warangal (Urban),August,2018,135
foreign,Warangal (Urban),September,2018,145
foreign,Warangal (Urban),October,2018,160
foreign,Warangal (Urban),November,2018,170
foreign,Warangal (Urban),December,2018,187
foreign,Adilabad,February,2019,2
foreign,Adilabad,August,2019,2
foreign,Adilabad,November,2019,2
foreign,Hyderabad,January,2019,35920
foreign,Hyderabad,February,2019,25621
foreign,Hyderabad,March,2019,21929
foreign,Hyderabad,April,2019,18267
foreign,Hyderabad,May,2019,17317
foreign,Hyderabad,June,2019,20077
foreign,Hyderabad,July,2019,27874
foreign,Hyderabad,August,2019,22725
foreign,Hyderabad,September,2019,34018
foreign,Hyderabad,October,2019,28706
foreign,Hyderabad,November,2019,32762
foreign,Hyderabad,December,2019,34084
foreign,Jayashankar Bhoopalpally,January,2019,45
foreign,Jogulamba Gadwal,January,2019,36
foreign,Jogulamba Gadwal,February,2019,6
foreign,Jogulamba Gadwal,March,2019,22
foreign,Jogulamba Gadwal,April,2019,16
foreign,Jogulamba Gadwal,May,2019,20
foreign,Jogulamba Gadwal,June,2019,22
foreign,Jogulamba Gadwal,July,2019,37
foreign,Jogulamba Gadwal,August,2019,42
foreign,Jogulamba Gadwal,September,2019,25
foreign,Jogulamba Gadwal,October,2019,13
foreign,Jogulamba Gadwal,November,2019,45
foreign,Jogulamba Gadwal,December,2019,11
foreign,Mahbubnagar,January,2019,45
foreign,Mahbubnagar,February,2019,29
foreign,Mahbubnagar,March,2019,28
foreign,Mahbubnagar,April,2019,34
foreign,Mahbubnagar,May,2019,20
foreign,Mahbubnagar,June,2019,28
foreign,Mahbubnagar,July,2019,47
foreign,Mahbubnagar,August,2019,44
foreign,Mahbubnagar,September,2019,34
foreign,Mahbubnagar,October,2019,37
foreign,Mahbubnagar,November,2019,68
foreign,Mahbubnagar,December,2019,26
foreign,Mancherial,November,2019,10
foreign,Mulugu,February,2019,45
foreign,Mulugu,March,2019,40
foreign,Mulugu,April,2019,40
foreign,Mulugu,May,2019,40
foreign,Mulugu,June,2019,50
foreign,Mulugu,July,2019,55
foreign,Mulugu,August,2019,50
foreign,Mulugu,September,2019,60
foreign,Mulugu,October,2019,60
foreign,Mulugu,November,2019,70
foreign,Mulugu,December,2019,65
foreign,Nagarkurnool,January,2019,35
foreign,Nagarkurnool,February,2019,15
foreign,Nagarkurnool,March,2019,14
foreign,Nagarkurnool,April,2019,18
foreign,Nagarkurnool,May,2019,14
foreign,Nagarkurnool,June,2019,14
foreign,Nagarkurnool,July,2019,17
foreign,Nagarkurnool,August,2019,22
foreign,Nagarkurnool,September,2019,7
foreign,Nagarkurnool,October,2019,3
foreign,Nagarkurnool,November,2019,30
foreign,Nagarkurnool,December,2019,10
foreign,Narayanpet,December,2019,5
foreign,Nizamabad,February,2019,1
foreign,Warangal (Urban),January,2019,175
foreign,Warangal (Urban),February,2019,200
foreign,Warangal (Urban),March,2019,200
foreign,Warangal (Urban),April,2019,190
foreign,Warangal (Urban),May,2019,175
foreign,Warangal (Urban),June,2019,195
foreign,Warangal (Urban),July,2019,185
foreign,Warangal (Urban),August,2019,230
foreign,Warangal (Urban),September,2019,240
foreign,Warangal (Urban),October,2019,220
foreign,Warangal (Urban),November,2019,230
foreign,Warangal (Urban),December,2019,210
